popularity,duration,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,title
35,157.933,0.843,0.528,0.146,3.56e-4,0,0.101,-13.271,major,0.0288,133.894,4,0.336,'Til I Get It Right
1,225.44,0.109,0.257,0.472,9.4499999999999e-4,8,0.8290000000000001,-16.259,major,0.0399,143.517,4,0.28600000000000003,"""40"" - Live Version 1983"
23,223.44,0.0365,0.726,0.8809999999999999,0.0352,2,0.172,-6.971,major,0.0332,136.327,4,0.926,(I Can’t Get No) Satisfaction - Mono / Remastered
31,211.56,0.764,0.562,0.545,0.65,9,0.34700000000000003,-14.392,minor,0.0487,132.495,4,0.342,(I Married a) Monster from Outer Space
33,198.733,0.7240000000000001,0.364,0.318,2.34e-4,2,0.151,-13.345,major,0.0308,131.155,3,0.525,(Margie's At) The Lincoln Park Inn
67,218.16,0.976,0.621,0.199,0.0018600000000000001,10,0.107,-13.788,major,0.0344,128.905,4,0.17800000000000002,(No One Knows Me) Like the Piano
37,146.133,0.664,0.608,0.684,2.94e-6,4,0.0897,-9.806,major,0.0419,89.074,4,0.873,(That's What You Get) For Lovin' Me
71,125.44,0.627,0.691,0.507,0,11,0.457,-10.23,major,0.0343,128.518,4,0.885,(What A) Wonderful World
73,181.066,0.17600000000000002,0.631,0.69,0,2,0.121,-6.676,major,0.0531,94.574,4,0.938,(Your Love Keeps Lifting Me) Higher & Higher
78,211.066,0.202,0.759,0.6990000000000001,1.31e-4,0,0.4429999999999999,-5.745,minor,0.0307,92.96,4,0.907,...Baby One More Time
59,270.493,0.012,0.893,0.972,0.621,4,0.075,-10.305,major,0.036,130.00799999999998,4,0.925,¿Donde Están?
75,177.272,0.629,0.708,0.534,0.00462,10,0.094,-7.622999999999999,minor,0.159,87.90700000000001,4,0.7040000000000001,¿Qué Tiene?
48,179.506,0.17600000000000002,0.489,0.7879999999999999,7.979999999999999e-5,10,0.196,-11.654000000000002,major,0.0452,165.877,4,0.88,Ça Plane Pour Moi
58,191.813,0.863,0.524,0.382,3.3e-4,7,0.32,-11.024,major,0.02899999999999999,91.955,4,0.466,Émigré
27,246.385,0.0371,0.632,0.901,2.45e-5,1,0.282,-4.982,major,0.0753,143.096,4,0.64,اركض عالجم
32,187.946,0.00191999999999999,0.52,0.867,0.00433,0,0.16399999999999998,-4.737,minor,0.0692,103.701,4,0.887,بدك عناية (feat. Gente de Zona)
41,191.738,0.718,0.486,0.753,0,9,0.27699999999999997,-4.092,minor,0.172,79.013,4,0.469,​앞자리
48,176.36,0.0148,0.746,0.539,0,6,0.119,-6.412000000000001,major,0.0724,133.915,4,0.345,• SECURITY
40,179.667,0.106,0.65,0.611,0,8,0.22,-7.306,major,0.397,200.054,4,0.389,中国姑娘
39,182.538,0.163,0.893,0.6659999999999999,0,2,0.0962,-7.777,major,0.318,94.988,4,0.4270000000000001,主角
36,192,0.165,0.74,0.84,0,1,0.0829,-5.827999999999999,major,0.12,100.021,4,0.703,原本色彩
51,250.438,0.265,0.883,0.653,0,9,0.363,-7.428,minor,0.203,110.02,4,0.703,東岸
33,223.153,0.0252,0.875,0.944,0,7,0.445,-4.5889999999999995,major,0.136,125.04,4,0.8809999999999999,胡說八道
34,212,0.3,0.797,0.884,0,7,0.238,-3.722,major,0.301,90.01299999999999,4,0.7509999999999999,贫民百万男孩
40,217.981,0.377,0.73,0.809,0,4,0.0821,-5.55,minor,0.16899999999999998,108.957,4,0.516,通過驗證
37,181.285,0.743,0.43,0.8740000000000001,0,8,0.425,-4.571000000000001,major,0.27,140.945,4,0.391,비상연락음
43,163.279,0.0812,0.904,0.711,0,6,0.0842,-5.426,minor,0.315,90.456,4,0.472,00 (DOUBLE O)
86,250.173,0.57,0.62,0.574,0,5,0.19,-7.787999999999999,minor,0.0479,100.021,4,0.35200000000000004,1-800-273-8255
8,250.2,0.56,0.622,0.593,0,5,0.175,-7.755,minor,0.0414,100.048,4,0.369,1-800-273-8255
37,223.773,0.00366,0.6559999999999999,0.27899999999999997,0.0282,0,0.0952,-17.282,major,0.13,174.1,4,0.325,10:15 Saturday Night
67,264.818,0.135,0.799,0.6679999999999999,4.67e-6,8,0.0583,-5.244,major,0.249,134.005,4,0.153,100 Shots
36,243.252,0.466,0.813,0.593,0,1,0.185,-8.604,major,0.17600000000000002,74.982,4,0.626,1017 (feat. Gucci Mane & Yung Mal)
45,198.204,2.5e-4,0.314,0.7559999999999999,0.28,6,0.28800000000000003,-5.875,major,0.0632,94.835,4,0.926,11:11 - Radio Edit
37,243.706,0.00101999999999999,0.603,0.911,0.00985,6,0.0911,-3.883,minor,0.0431,125.487,4,0.373,11th Dimension
15,202.907,5.3200000000000006e-5,0.5579999999999999,0.953,3.75e-4,7,0.062,-4.705,major,0.0288,95,4,0.75,1234
0,292.373,0.0616,0.58,0.353,4.3e-5,0,0.128,-9.295,major,0.0265,141.987,4,0.242,1435
41,172.46,0.733,0.591,0.472,0,10,0.0987,-4.906000000000001,major,0.0261,114.097,3,0.627,16 Candles
69,208.022,0.0561,0.601,0.674,0,7,0.117,-5.638,major,0.125,180.055,4,0.596,16 Steps
55,283.493,0.374,0.488,0.209,5.05e-6,10,0.103,-19.549,major,0.0369,120.63,4,0.362,1952 Vincent Black Lightning
47,266.2,0.0166,0.765,0.7879999999999999,0.588,3,0.0513,-9.896,major,0.0332,126.879,4,0.964,1979 - Remastered 2012
76,266.2,0.0166,0.765,0.7879999999999999,0.588,3,0.0513,-9.896,major,0.0332,126.879,4,0.964,1979 - Remastered 2012
51,222.56,1.05e-4,0.47,0.978,0,10,0.0994,-3.899,major,0.174,153.014,4,0.731,1983
72,158.796,0.332,0.887,0.573,0,0,0.14300000000000002,-4.633,minor,0.251,133.026,4,0.237,2 Seater (feat. Quavo & 21 Savage)
72,181.538,0.192,0.857,0.767,0,5,0.16,-4.794,minor,0.4429999999999999,149.954,4,0.574,2 Tone Drip
85,186.986,0.0372,0.6970000000000001,0.6829999999999999,0,1,0.13699999999999998,-2.881,minor,0.117,96.133,4,0.603,2002
87,186.986,0.0372,0.6970000000000001,0.6829999999999999,0,1,0.13699999999999998,-2.881,minor,0.117,96.133,4,0.603,2002
49,218.665,0.00144,0.426,0.954,0,9,0.149,-6.121,major,0.0474,135.30200000000002,4,0.721,20th Century Boy - 2012 Remaster
54,194.48,0.0586,0.501,0.9,0,11,0.218,-4.3660000000000005,major,0.0433,160.096,4,0.943,21
53,1233.666,0.0787,0.345,0.795,0.00165,2,0.18,-7.44,major,0.108,134.141,4,0.18899999999999997,2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley
3,254.746,0.012,0.213,0.8590000000000001,0.6729999999999999,0,0.102,-7.611000000000001,major,0.0495,145.553,4,0.4920000000000001,21st Century Schizoid Man - Written By King Crimson
72,225.983,0.034,0.818,0.8029999999999999,0,1,0.153,-4.282,major,0.0797,106.97,4,0.632,24K Magic
81,225.983,0.034,0.818,0.8029999999999999,0,1,0.153,-4.282,major,0.0797,106.97,4,0.632,24K Magic
51,247.595,0.161,0.7240000000000001,0.954,6.37e-4,4,0.0516,-5.027,major,0.0493,125.043,4,0.952,25 Horas
54,287.557,0.207,0.5329999999999999,0.8759999999999999,0,1,0.857,-4.041,major,0.324,76,4,0.119,25 Soldiers
44,213,0.0786,0.425,0.99,0.0375,1,0.521,-3.878,major,0.113,131.333,4,0.436,3's & 7's
40,177.666,0.223,0.815,0.518,0,7,0.104,-6.593999999999999,minor,0.0897,151.891,4,0.877,3 Nights
47,222,0.15,0.71,0.637,0.885,4,0.112,-9.239,major,0.0395,119.997,4,0.34299999999999997,333
31,125.478,0.99,0.49,0.0921,0.954,3,0.108,-22.456,minor,0.0435,101.538,4,0.118,3PM Coffee
53,203.833,0.0414,0.812,0.402,0,1,0.0998,-6.593999999999999,major,0.0697,85.044,4,0.261,4 Lit
18,234.5,0.247,0.805,0.473,0.43,7,0.128,-11.013,minor,0.114,122.012,4,0.226,4:21 (Con María)
70,216.842,0.106,0.746,0.5870000000000001,2.99e-5,7,0.187,-8.172,minor,0.17,134.99200000000002,4,0.203,40K
44,298.161,7.33e-4,0.4479999999999999,0.59,0.39,7,0.337,-8.908,major,0.0296,142.485,3,0.476,426
70,517.809,0.248,0.711,0.6990000000000001,0,6,0.254,-4.891,major,0.193,146.016,4,0.376,47 - Remix
43,63.697,0.923,0.569,0.415,0.00456,3,0.122,-8.796,minor,0.0289,140.1,4,0.537,4am
17,473.55,0.128,0.8009999999999999,0.472,0.381,4,0.103,-9.948,major,0.077,120.005,4,0.467,6 Degrees (feat. Fiora) - Tale Of Us Remix
55,200,0.0061,0.885,0.737,0,1,0.5920000000000001,-6.468,major,0.0677,89.977,4,0.496,6 Figures
53,123,0.8,0.745,0.265,0.959,11,0.0717,-10.678,major,0.0708,88.477,4,0.422,6am
0,192.906,0.0185,0.951,0.401,0,0,0.149,-8.92,minor,0.411,129.976,4,0.539,7 Am Freestyle
73,235.133,0.23,0.659,0.812,0,4,0.0951,-7.499,minor,0.0487,83.01299999999999,4,0.888,7 Days
35,206.491,0.446,0.768,0.417,0.00561,9,0.335,-10.246,minor,0.0494,97.985,4,0.417,7 Inches
57,278.655,0.284,0.805,0.385,2.33e-6,8,0.124,-9.177,major,0.239,157.003,4,0.173,7 Squids (feat. R. Kelly)
20,188.045,0.8590000000000001,0.7240000000000001,0.39,0,10,0.0975,-7.0729999999999995,major,0.0365,119.838,4,0.36,7 Years
75,213.506,0.0128,0.747,0.705,0,9,0.126,-5.1370000000000005,minor,0.126,136.024,4,0.56,7/11
49,164.25,0.012,0.78,0.627,3.47e-4,2,0.106,-12.093,major,0.0821,111.069,4,0.275,70s
48,187.402,0.00616,0.898,0.593,0.904,9,0.276,-6.211,minor,0.0615,127.013,4,0.419,"75, Brazil Street (Radio Mix) - Nicola Fasano Vs Pat-Rich"
43,136.5,0.8240000000000001,0.69,0.555,0.91,7,0.16899999999999998,-9.802,minor,0.37200000000000005,160.369,4,0.852,7th Inning Stretch
41,185.517,0.613,0.7929999999999999,0.639,0,9,0.108,-6.574,minor,0.38,97.199,4,0.78,9 Times Out Of 10
47,216.754,0.547,0.718,0.45,0.00817,6,0.103,-12.02,major,0.224,167.982,4,0.244,9 to 5
78,237.013,0.249,0.777,0.6679999999999999,0,4,0.0778,-8.837,minor,0.107,103.036,4,0.243,91's
51,214.729,0.0854,0.653,0.8190000000000001,1.75e-5,6,0.0779,-5.3020000000000005,major,0.161,146.096,4,0.679,97'
46,251.56,0.175,0.923,0.498,0,6,0.0545,-8.363,minor,0.364,139.032,4,0.8490000000000001,98
0,197.147,0.0412,0.6609999999999999,0.7829999999999999,0.895,11,0.307,-8.987,major,0.0425,139.966,4,0.0689,99 Pace
6,235.466,0.00782,0.482,0.955,0,6,0.0599,-0.905,minor,0.382,89.42200000000001,4,0.509,99 Problems
59,210.45,0.416,0.831,0.723,0,7,0.0979,-6.335,major,0.381,146.075,4,0.5920000000000001,9er Ting
71,137.76,0.0102,0.551,0.821,0.0438,2,0.153,-4.489,major,0.053900000000000003,174.923,4,0.8420000000000001,A-Punk
27,141.341,0.21,0.795,0.636,0,2,0.0622,-5.874,major,0.19,87.552,4,0.952,A-Punk
43,235.746,0.057,0.7929999999999999,0.574,8.3599999999999e-4,4,0.0864,-5.666,minor,0.0338,114.014,4,0.4,A Brighter Love - Edit
68,194.333,0.21899999999999997,0.7759999999999999,0.8290000000000001,1.91e-6,1,0.414,-5.494,minor,0.0545,102.047,4,0.647,A Cámara Lenta
